NAME,STATUS,ISIN CODE,CODE,TRADING COUNTER NAME
ASTREA9CLA1S$615M3.4%400808,,SGXPN10C6170,YA1B,Astrea9A1 3.4%400808#
ASTREA9CLA2US$200M5.7%400808,,SGXPN10C6493,YA2B,Astrea9A2 5.7%400808#
ASTREA9CLBUS$100M7.35%400808,,XS3126630402,WYTB,Astrea9B 7.35%400808S
ATENTO LUXCO US$500M8%N260210A,,US04684LAC28,HNLB,Atento Luxco n8%260210A
ATENTO LUXCO US$500M8%N260210R,,USL0427PAD89,5P7B,Atento Luxco n8%260210R
ATLANTIC NAVIGATION HLDG(S)LTD,,SG2F00983534,5UL,Atlantic Nav
ATTIKA GROUP LTD.,,SGXE34362983,53W,Attika Group
AUCKLAND COU NOK1.4B 4%N280909,,XS0964196603,2ZFB,AucklandCouncil4%280909S
AUCKLANDC EUR500M0.125%N290926,,XS2055663764,KJIB,AucklandCn0.125%290926S
AUCKLANDC EUR500M0.25%B311117,,XS2407197545,9FXB,AucklandCb0.25%311117S
AUCKLANDC EUR600M3%B340318,,XS2784364973,9AWB,AucklandCb3%340318S
AUCKLANDC NOK1B 2.0775%N311128,,XS1514161956,61YB,AucklandCn2.0775%311128S
AUCKLANDC US$100M F261125,,XS2943603360,EXCB,AucklandC f261125S
AUCKLANDCOEU185M 2.125%N340324,,XS1045821847,3E4B,AucklandC2.125%340324S
AUCKLANDCOUN EU500M1%N270119,,XS1520344745,67KB,AucklandCoun1%270119S
AUDIENCE ANALYTICS LIMITED,,SGXE74394474,1AZ,Audience
AUNA S.A. US$253M10%N291218A,,US05151AAA16,GKRB,Auna S.A. n10%291218A
AUNA S.A. US$253M10%N291218R,,USL0415AAA18,IQRB,Auna S.A. n10%291218R
AUNA S.A. US$365M8.75%N321106A,,US05151PAA84,RXIB,Auna S.A. n8.75%321106A
AUNA S.A. US$365M8.75%N321106R,,USL04168AA59,ZY7B,Auna S.A. n8.75%321106R
AURIZON EUR500M3.125%N260601,,XS1418788599,4E4B,Aurizon n3.125%260601S
AUSDRILL US$300M6.875%N191101A,,US05210QAA58,2LOB,Ausdril6.875%191101A
AUSDRILL US$300M6.875%N191101R,,USQ0700QAA50,2LPB,Ausdril6.875%191101R
AUSGRID EUR500M3.51%N330214,,XS2999533438,RTOB,Ausgrid n3.51%330214S
AUSGRID EUR525M0.875%N311007,,XS2391430837,WJ0B,Ausgrid n0.875%311007S
AUSGRID EUR650M1.25%N250730,,XS1812905526,8TMB,Ausgrid n1.25%250730S
AUSGROUP LIMITED,,SG1R38924838,5GJ,AusGroup
AUSGROUP S$110M 5% N221203,,SG6TF6000008,18WB,AusGroup 5% n221203S
AUSTPACAP EUR500M4.375%N330524,,XS2624503509,WU5B,AustPacAirn4.375%330524S
AUSTPACAP EUR650M4%N340607,,XS2776519980,8G4B,AustPacAir n4%340607S
AUSTPACAP NOK1.5B2.7%N300927,,XS1493831314,6L2B,AustPacAir 2.7%n300927S
AUTAGCO LTD.,,SG1DF7000002,1D3,Autagco
AUTOPISTAUS$300M7.375%N301230A,,US05330RAA86,72HB,Autopistasn7.375%301230A
AUTOPISTAUS$300M7.375%N301230R,,USP05875AB84,72IB,Autopistasn7.375%301230R
AVARGA LTD,,SGXE98222768,X5N,Avarga Ltd
AVATIONGRP US$300M8.5%310515A,,US05390AAA25,EYHB,AvationGrp n8.5%310515A
AVATIONGRP US$300M8.5%310515R,,USY1001PAA22,9FEB,AvationGrp n8.5%310515R
"AVEPOINT, INC.",,US0536041041,AVP,AvePoint
AVGO 3XLONGSOCGEN 280420,,LU2079532706,Z8TW,AVGO 3xLongSG280420
AVGO 3XSHORTSOCGEN 280420,,LU2079532888,9FOW,AVGO 3xShortSG280420
AVIANCA US$484.419M9%N230510A,,US05367GAB68,94OB,Avianca n9%230510A
AVIANCA US$484.419M9%N230510R,,USP06048AB19,VA6B,Avianca n9%230510R
AVIANCA US$550M8.375%N200510A,,USP06048AA36,FAAB,Avianca n8.375%200510A
AVIANCA US$550M8.375%N200510R,,US05367GAA85,V2PB,Avianca n8.375%200510R
AVICINTL CNY1.1B3.75%B260331,,SGXT14964439,YMPB,AvicIntL b3.75%260331S
AVIFUND USD500M2.85%200916A,,US002364AA53,35MB,AviFund n2.85%200916A
AVIFUND USD500M3.8%250916A,,US002364AB37,35KB,AviFund n3.8%250916A
AVIFUND USD500M3.8%250916R,,XS1291170360,35JB,AviFund n3.8%250916R
AVI-TECH HOLDINGS LIMITED,,SGXE48832328,1R6,Avi-Tech Hldg
AXIATA US$1B3.064%N500819,,XS2216900287,GMQB,Axiata n3.064%500819S
AXIATAUS$500M2.163%SUKUK300819,,XS2216900105,XBZB,Axiata suk2.163%300819S
AXIATAUS$500M4.357%SUKUK260324,,XS1382802095,3U7B,Axiata suk4.357%260324S
AXIS BK US$500M 5.125%N170905A,,US05463CAB81,7YZB,AxisBk5.125%n170905A
AXIS BK US$500M 5.125%N170905R,,US05463EAB48,7ZAB,AxisBk5.125%n170905R
AXISBK US$500M3%N220808A,,US05463CAE21,7F0B,AxisBk n3%220808A
AXISBK US$500M3%N220808R,,XS1659030305,7F1B,AxisBk n3%220808R
AXISBK US$600M4.1% A,,US05464XAA37,ZA1B,AxisBk n4.1% A
AXISBK US$600M4.1% R,,USY1009XAA73,JHBB,AxisBk n4.1% R
AXISBKUS$500M2.875%N210601A,,US05463CAD48,4D4B,AxisBk n2.875%210601A
AXISBKUS$500M2.875%N210601R,,XS1410341389,4D5B,AxisBk n2.875%210601R
AXISBKUS$500M3.25%N200521A,,US05463CAC64,21EB,AxisBk n3.25%200521A
AXISBKUS$500M3.25%N200521R,,US05463EAC21,21DB,AxisBk n3.25%200521R
AYC FINANCE US$400M3.9%N,,XS2388867751,UNEB,AYCFinance n3.9%S
AYC FINANCE US$400M4.85%N,,XS2068075980,8R5B,AYCFinance n4.85%S
AYCFINANCE US$400M5.125%N,,XS1681502537,7V7B,AYCFinance n5.125%S
AZEUS SYSTEMS HOLDINGS LTD.,,BMG075391109,BBW,Azeus
AZIONBAOUS$185.78MZ221231A,,XS1833304113,GQRB,AzionBao z221231A
AZIONBAOUS$185.78MZ221231D,,XS1833304204,ROGB,AzionBao z221231D
AZIONBAOUS$185.78MZ221231R,,XS1833303735,VDOB,AzionBao z221231R
AZTECH GLOBAL LTD.,,SGXE54866863,8AZ,Aztech Gbl
AZULINV US$400M5.875%N241026A,,US05502FAA66,8DYB,AzulInvn5.875%241026A
AZULINV US$400M5.875%N241026R,,USU0551UAA17,8DZB,AzulInvn5.875%241026R
AZULINV US$600M7.25%N260615A,,US05502FAC23,9VEB,AzulInvn7.25%260615A
AZULINV US$600M7.25%N260615R,,USU0551UAB99,NHMB,AzulInvn7.25%260615R
AZULINVUS$370M7.5%N300630A,,US05502FAE88,YHXB,AzulInvn7.5%300630A
AZULINVUS$370M7.5%N300630R,,USU0551UAC72,Z5AB,AzulInvn7.5%300630R
AZULSECUS$294.215M11.5%290528A,,US05501WAA09,NGLB,AzulSec n11.5%290528A
AZULSECUS$294.215M11.5%290528R,,USU0551YAA39,V2HB,AzulSec n11.5%290528R
AZULSECUS$568.2M10.875%300528A,,US05501WAB81,GDXB,AzulSec n10.875%300528A
AZULSECUS$568.2M10.875%300528R,,USU0551YAB12,XGGB,AzulSec n10.875%300528R
AZULSECUS$800M11.93%280828A,,US05501WAC64,X4SB,AzulSec n11.93%280828A
AZULSECUS$800M11.93%280828R,,USU0551YAC94,IULB,AzulSec n11.93%280828R
AZUREPOWUS$414M3.575%N260819A,,US05502VAA17,ORWB,AzurePowern3.575%260819A
AZUREPOWUS$414M3.575%N260819R,,USV0002UAA52,5E6B,AzurePowern3.575%260819R
AZUREPUS$350.101M5.65%N241224A,,US05502TAA60,WGOB,AzurePwrSoln5.65%241224A
AZUREPUS$350.101M5.65%N241224R,,USV04008AA29,UIHB,AzurePwrSoln5.65%241224R
BACUI TECHNOLOGIES INTL LTD.,,SGXE42663133,YYB,BACUI TECH
BAIDU 5XLONGSOCGEN 261027,,LU2517569880,JVWW,Baidu 5xLongSG261027
BAIDU 5XLONGUBS 270630,,CH1227877110,XGZW,Baidu 5xLongUB270630
BAIDU 5XSHORTSOCGEN 261223,,LU2079526997,WC5W,Baidu 5xShortSG261223
BAIDU 5XSHORTSOCGEN 270930,,LU2079530759,V2UW,Baidu 5xShortSG270930
BAIDU 5XSHORTUBS 270630,,CH1227877128,WPWW,Baidu 5xShortUB270630
BAIDU HK SDR 10TO1,,SGXE65286994,HBUD,Baidu HK SDR 10to1
BAIDU INC. US$1B2.75%N190609,,US056752AD07,10MB,Baidu n2.75%190609S
BAIDU INC. US$1B3.25%N180806,,US056752AC24,2YMB,Baidu n3.25%180806S
BAIDU INC. US$400M3.425%N300407,,US056752AR92,HRQB,Baidu n3.425%300407S
BAIDU INC. US$650M1.72%N260409,,US056752AS75,NIIB,Baidu n1.72%260409S
BAIDU INC. US$750M2.25%N171128,,US056752AA67,2MHB,Baidu n2.25%171128S
BAIDU INC. US$750M3%N200630,,US056752AF54,31YB,Baidu n3%200630S
BAIDU INC. US$750M3.5%N221128,,US056752AB41,2MIB,Baidu n3.5%221128S
BAIDU INC.US$1B3.875%N230929,,US056752AK40,8PXB,Baidu n3.875%230929S
BAIDU INC.US$300M2.375%N301009,,US056752AT58,XXKB,Baidu n2.375%301009S
BAIDU INC.US$400M4.875%N281114,,US056752AN88,NZRB,Baidu n4.875%281114S
BAIDU INC.US$500M4.375%N280329,,US056752AL23,8PYB,Baidu n4.375%280329S
BAIDU INC.US$600M3.625%N270706,,US056752AJ76,76SB,Baidu n3.625%270706S
BAIDU INC.US$600M4.375%N240514,,US056752AM06,KSOB,Baidu n4.375%240514S
BAIDU INC.US$900M2.875%N220706,,US056752AH11,76RB,Baidu n2.875%220706S
BAIDU MB ECW260105,,SGXN17060538,GRKW,Baidu MB eCW260105
BAIDU MB ECW260203,,SGXN83542419,IABW,Baidu MB eCW260203
BAIDU MB ECW260505,,SGXN86727488,9KEW,Baidu MB eCW260505
BAIDU MB EPW260203,,SGXN50557747,V4JW,Baidu MB ePW260203
BAIDU MB EPW260203 105,,SGXN86867995,LIJW,Baidu MB ePW260203 105
BAKER TECHNOLOGY LIMITED,,SG1CI3000002,BTP,Baker Technology
BANCODAVIVIENUS$500M6.65%PERPA,,US059501AD88,49EB,BancoDavivien6.65%PerNA
BANCODAVIVIENUS$500M6.65%PERPR,,USP0R11WAG52,UAKB,BancoDavivien6.65%PerNR
BANCODAVUS$500M8.125%350702A,,US059501AG10,KOHB,BancoDavn8.125%350702A
BANCODAVUS$500M8.125%350702R,,USP0R137PD99,OQQB,BancoDavn8.125%350702R
BANCODEG US$325M7.75%N281010A,,US059538AS70,XGBB,BancodeG n7.75%281010A
BANCODEG US$325M7.75%N281010R,,USP0R66CAB48,YA4B,BancodeG n7.75%281010R
BANCOGEN US$400M5.25%PERPA,,US059597AF16,VAGB,BancoGenn5.25%PerNA
BANCOGEN US$400M5.25%PERPR,,USP12651AD05,DSKB,BancoGenn5.25%PerNR
BANCOGEN US$550M4.125%N270807A,,US059597AE41,7I5B,BancoGenn4.125%270807A
BANCOGEN US$550M4.125%N270807R,,USP12651AB49,7I6B,BancoGenn4.125%270807R
BANCOIND US$300M4.875%N310129A,,US05991CAA18,GPXB,BancoInd n4.875%310129A
BANCOIND US$300M4.875%N310129R,,USP13458AB34,X4VB,BancoInd n4.875%310129R
BANCOLOMB US$750M4.875%N271018,,US05968LAK89,OHOB,Bancolomb n4.875%271018S
BANCOLOMB US$800M8.625%N341224,,US05968LAN29,JYBB,Bancolomb n8.625%341224S
BANCOMERC US$350M 6.875% PCN A,,US05962GAH20,78QB,BancoMerc6.875%PCN A
BANCOMERC US$350M 6.875% PCN R,,USP14008AD19,78RB,BancoMerc6.875%PCN R
BANCOMERC US$500M 5.875% PCN A,,US05973KAA51,TCDB,BancoMerc5.875%PCN A
BANCOMERC US$500M 5.875% PCN R,,USP1401KAA99,Y4DB,BancoMerc5.875%PCN R
BANCOMERC US$500M 7.5% PCN A,,US05971PAB40,WPMB,BancoMerc 7.5%PCN A
BANCOMERC US$500M 7.5% PCN R,,USP1400MAB48,NFVB,BancoMerc 7.5%PCN R
BANCOMERC US$500M 8.375% PCN A,,US05971PAC23,OCQB,BancoMerc8.375%PCN A
BANCOMERC US$500M 8.375% PCN R,,USP1400MAC21,YH2B,BancoMerc8.375%PCN R
BANCOMERC US$500M5.75%N311004A,,US05962GAF63,4Y0B,BancoMerc n5.75%311004A
BANCOMERC US$500M5.75%N311004R,,USP14008AC36,4Y1B,BancoMerc n5.75%311004R
BANCOMERC US$550M 6.625% PCN A,,US05973KAB35,IPOB,BancoMerc6.625%PCN A
BANCOMERC US$550M 6.625% PCN R,,USP1401KAB72,W2NB,BancoMerc6.625%PCN R
BANCOMERC US$550M 7.625% PCN A,,US05962GAJ85,78SB,BancoMerc7.625%PCN A
BANCOMERC US$550M 7.625% PCN R,,USP14008AE91,78TB,BancoMerc7.625%PCN R
BANCOMERC US$600M 6.75% PCN A,,US05971PAA66,ZUMB,BancoMerc 6.75%PCN A
BANCOMERC US$600M 6.75% PCN R,,USP1400MAA64,8XMB,BancoMerc 6.75%PCN R
BANCOMERC US$750M 8.375% PCN A,,US05971PAD06,WDRB,BancoMerc 8.375%PCN A
BANCOMERC US$750M 8.375% PCN R,,USP1400MAD04,WLCB,BancoMerc 8.375%PCN R
BANCOMERC US$750M 8.75% PCN A,,US05971PAE88,MWAB,BancoMerc 8.75%PCN A
BANCOMERC US$750M 8.75% PCN R,,USP1400MAE86,GCSB,BancoMerc 8.75%PCN R
BANCONACIUS$500M5.875%N300507A,,US05974TAA51,EVEB,BancoNacin5.875%300507A
BANCONACIUS$500M5.875%N300507R,,USP14519AA30,YDGB,BancoNacin5.875%300507R
BANCOSANTUSD700M5.621%N291210A,,US05969BAF04,SBUB,BancoSantn5.621%291210A
BANCOSANTUSD700M5.621%N291210R,,USP1507SAL18,NXSB,BancoSantn5.621%291210R
BANGKOKBK US$600M4.45%N280919A,,US059895AS10,EJAB,BKKBkn4.45%280919A
BANGKOKBK US$600M4.45%N280919R,,USY0606WBZ24,VLQB,BKKBkn4.45%280919R
BANGKOKBKUS$1.2B3.733%N340925A,,US059895AT92,XR8B,BKKBk n3.733%340925A
BANGKOKBKUS$1.2B3.733%N340925R,,USY0606WCA63,TPMB,BKKBkn3.733%340925R
BANGKOKBKUS$1B3.466%N360923A,,US059895AV49,VK5B,BKKBk n3.466%360923A
BANGKOKBKUS$1B3.466%N360923R,,USY0606WCC20,RPAB,BKKBk n3.466%360923R
BANGKOKBKUS$750M4.3%N270615A,,US06000BAB80,JAUB,BKKBk n4.3%270615A
BANGKOKBKUS$750M4.3%N270615R,,USY06072AE58,SLBB,BKKBk n4.3%270615R
BANGKOKBKUSD1B6.056%N400325A,,US06000GAA94,RUEB,BKKBk n6.056%400325A
BANGKOKBKUSD1B6.056%N400325R,,USY0616GAA14,93NB,BKKBk n6.056%400325R
BANGKOKBKUSD500M4.507%N301126A,,US059895AY87,ZVOB,BKKBk n4.507%301126A
BANGKOKBKUSD500M4.507%N301126R,,USY0606WCD03,JKZB,BKKBk n4.507%301126R
BANGKOKBKUSD500M5.3%N280921A,,US059895AW22,VZNB,BKKBk n5.3%280921A
BANGKOKBKUSD500M5.3%N280921R,,USY06072AG07,REDB,BKKBk n5.3%280921R
BANGKOKBKUSD600M5.082%N351126A,,US059895AZ52,XSXB,BKKBk n5.082%351126A
BANGKOKBKUSD600M5.082%N351126R,,USY0606WCE85,JKNB,BKKBk n5.082%351126R
BANGKOKBKUSD750M5.5%N330921A,,US059895AX05,PZYB,BKKBk n5.5%330921A
BANGKOKBKUSD750M5.5%N330921R,,USY06072AF24,FIYB,BKKBk n5.5%330921R
BANGKOKBKUSD750M5.65%N340705A,,US06000BAC63,SABB,BKKBk n5.65%340705A
BANGKOKBKUSD750M5.65%N340705R,,USY06072AH89,90YB,BKKBk n5.65%340705R
BANGLALI US$300M8.625%N190506A,,US059897AA67,3N2B,Banglalinkn8.625%190506A
BANGLALI US$300M8.625%N190506R,,USY0629LAA53,3N1B,Banglalinkn8.625%190506R
BANISTMO US$400M4.25%N270731A,,US06034LAB62,XXTB,Banistmo n4.25%270731A
BANISTMO US$400M4.25%N270731R,,USP15383CD50,DOTB,Banistmo n4.25%270731R
BANISTMO US$500M3.65%N220919A,,US06034LAA89,7X9B,Banistmon3.65%220919A
BANISTMO US$500M3.65%N220919R,,USP15383AC95,7Y0B,Banistmon3.65%220919R
BANK CENTRAL ASIA ID SDR 1TO2,,SGXE23025161,IBKD,BBCA ID SDR 1to2
BANK OF CHINA HK SDR 1TO1,,SGXE34582291,HBND,Bank of CN HK SDR 1to1
BANKCEYLONUS$500M5.325%180416,,XS0914798268,2TDB,BkCeylo5.325%180416S
BANKOFCHINACNY500M4.4%N300630,,TW000F030077,32FB,BankOfChinan4.4%300630S
BANKOFPHIISUS$400M5.25%N290326,,XS2787477277,RFNB,BankOfPhIs n5.25%290326S
BANKOFPHILISUS$500M5%N300407,,XS3035215261,1O4B,BankOfPhIs n5%300407S
BANKOFPHISUS$300M5.625%N350407,,XS3035231110,95HB,BankOfPhIsn5.625%350407S
BANKTOKYO US$1.2B1.45%N170908A,,US064255BA96,15GB,BkTokyo n1.45%170908A
BANKTOKYO US$1.2B1.45%N170908R,,USJ0423YBT04,15FB,BkTokyo n1.45%170908R
BANKTOKYO US$1.5B2.3%N200305A,,US064255BP65,25AB,BkTokyo n2.3%200305A
BANKTOKYO US$1.5B2.3%N200305R,,USJ0423YCB86,24ZB,BkTokyo n2.3%200305R
BANKTOKYO US$1B1.7%N180305A,,US064255BL51,25CB,BkTokyo n1.7%180305A
BANKTOKYO US$1B1.7%N180305R,,USJ0423YBY98,25BB,BkTokyo n1.7%180305R
BANKTOKYO US$1B2.3%N190310A,,US064255AU69,3B5B,BkTokyo n2.3%190310A
BANKTOKYO US$1B2.3%N190310R,,USJ0423YBN34,3B4B,BkTokyo n2.3%190310R
BANKTOKYO US$1B2.7%N180909A,,US064255AQ57,2ZNB,BkTokyo n2.7%180909A
BANKTOKYO US$1B2.7%N180909R,,USJ0423YBJ22,2ZMB,BkTokyo n2.7%180909R
BANKTOKYO US$1B2.75%N200914A,,US06538PAC68,34YB,BkTokyo n2.75%200914A
BANKTOKYO US$1B2.75%N200914R,,USJ04306AC05,34ZB,BkTokyo n2.75%200914R
BANKTOKYO US$1B3.25%N240908A,,US064255BJ06,15KB,BkTokyo n3.25%240908A
BANKTOKYO US$1B3.25%N240908R,,USJ0423YBX16,15JB,BkTokyo n3.25%240908R
BANKTOKYO US$300MF170908A,,US064255AY81,15CB,BkTokyo f170908A
BANKTOKYO US$300MF170908R,,USJ0423YBS21,15BB,BkTokyo f170908R
BANKTOKYO US$400M4.7%N440310A,,US064255AX09,3B9B,BkTokyo n4.7%440310A
BANKTOKYO US$400M4.7%N440310R,,USJ0423YBR48,3B8B,BkTokyo n4.7%440310R
BANKTOKYO US$500M F180914A,,US06538PAB85,34WB,BkTokyo f180914A
BANKTOKYO US$500M F180914R,,USJ04306AB22,34XB,BkTokyo f180914R
BANKTOKYO US$500M2.15%N180914A,,US06538PAA03,35AB,BkTokyo n2.15%180914A
BANKTOKYO US$500M2.15%N180914R,,USJ04306AA49,35BB,BkTokyo n2.15%180914R
BANKTOKYO US$500M3.2%N230226A,,US064255AM44,2QLB,BkTokyo n3.2%230226A
BANKTOKYO US$500M3.2%N230226R,,USJ0423YBF00,2QMB,BkTokyo n3.2%230226R
BANKTOKYO US$500M4.1%N230909A,,US064255AR31,2ZJB,BkTokyo n4.1%230909A
BANKTOKYO US$500M4.1%N230909R,,USJ0423YBK94,2ZIB,BkTokyo n4.1%230909R
BANKTOKYO US$500MF180305A,,US064255BN18,25EB,BkTokyo f180305A
BANKTOKYO US$500MF180305R,,USJ0423YCA04,25DB,BkTokyo f180305R
BANKTOKYO US$750M1.65%N180226A,,US064255AL60,2QJB,BkTokyo n1.65%180226A
BANKTOKYO US$750M1.65%N180226R,,USJ0423YBE35,2QKB,BkTokyo n1.65%180226R
BANKTOKYO US$750M2.85%N210908A,,US064255BG66,15IB,BkTokyo n2.85%210908A
BANKTOKYO US$750M2.85%N210908R,,USJ0423YBW33,15HB,BkTokyo n2.85%210908R
BANKTOKYO US$750M3.75%N240310A,,US064255AW26,3B7B,BkTokyo n3.75%240310A
BANKTOKYO US$750M3.75%N240310R,,USJ0423YBQ64,3B6B,BkTokyo n3.75%240310R
BANKTOKYOUS$1.25B2.35%N190908A,,US064255BC52,15EB,BkTokyo n2.35%190908A
BANKTOKYOUS$1.25B2.35%N190908R,,USJ0423YBU76,15DB,BkTokyo n2.35%190908R
BANYAN TREE HOLDINGS LIMITED,,SG1T49930665,B58,Banyan Tree
BAOXIN US$300M7.9%N200209,,XS1833291203,PETB,Baoxin n7.9%200209S
BARCLAYS BANK US$10MF170831,,XS0785275107,2YGB,BarclaysBank f170831S
BARMINCO US$350M6.625%N220515,,USQ13095AB23,6U0B,Barminco n6.625%220515S
BARTLETTINVUS$266M8.25%N280227,,XS2586740818,VUTB,Bartlettn8.25%280227S
BASFIRELD CNY1B2.28%N300612,,CND10009CY30,RCAB,BASFIreld n2.28%300612S
BASFIRELD CNY2B2.03%N280612,,CND10009CYD0,91WB,BASFIreld n2.03%280612S
BASFIRELD CNY2B2.39%N270607,,CND100082QV7,FRBB,BASFIreld n2.39%270607S
BAYAREAGHK$1.028B7.25%CB180204,,XS0880097620,2PAB,BayAreaGcb7.25%180204S
BAYFINCAPIV B US$54.5MF440411,,XS2685876679,WH3B,BayInfCapIV B f440411S
BAYFINCAPIV C US$31.6MF440411,,XS2685876919,8H7B,BayInfCapIV C f440411S
BAYFINCAPIVA1SUUS$115MF440411,,XS2685874542,JUFB,BayInfCapIVA1SUf440411S
BAYFINCAPIVA1US$170.6MF440411,,XS2685874468,LBSB,BayInfCapIV A1 f440411S
BAYFINCAPV A1 US$208.7MF430411,,XS2840221738,VEBB,BayInfCapV A1 f430411S
BAYFINCAPV A1SU US$145MF430411,,XS2840221902,X6ZB,BayInfCapV A1SU f430411S
BAYFINCAPV B US$76.8MF430411,,XS2840222033,FUGB,BayInfCapV B f430411S
BAYFINCAPV C US$32MF430411,,XS2840222207,9TOB,BayInfCapV C f430411S
BAYFINCAPVI A1 US$198.9MF450411,,XS3010158106,NOVB,BayInfCapVI A1 f450411S
BAYFINCAPVI A1SU US$170MF450411,,XS3010158288,KBQB,BayInfCapVI A1SUf450411S
BAYFINCAPVI B US$74.8MF450411,,XS3010158361,JEOB,BayInfCapVI B f450411S
BAYFINCAPVI C US$35.8MF450411,,XS3010158445,LICB,BayInfCapVI C f450411S
BAYFINCAPVI D US$21MF450411,,XS3010158528,NDGB,BayInfCapVI D f450411S
BAYFR IABS A US$476.8MF480411A,,XS3200746496,YKRB,Bayfr IABS A f480411A
BAYFR IABS A US$476.8MF480411R,,XS3200746579,FOWB,Bayfr IABS A f480411R
BAYFR IABS B US$105.8MF480411A,,XS3200746819,GTZB,Bayfr IABS B f480411A
BAYFR IABS B US$105.8MF480411R,,XS3200746900,HGAB,Bayfr IABS B f480411R
BAYFR IABS C US$42.3MF480411A,,XS3200747031,JFCB,Bayfr IABS C f480411A
BAYFR IABS C US$42.3MF480411R,,XS3200747114,NTHB,Bayfr IABS C f480411R
BAYFR IABS D US$28.2MF480411A,,XS3200747205,MYCB,Bayfr IABS D f480411A
BAYFR IABS D US$28.2MF480411R,,XS3200747387,UONB,Bayfr IABS D f480411R
BAYFR IABSVII X US$17MF480411A,,XS3200742826,UAEB,Bayfr IABS X f480411A
BAYFR IABSVII X US$17MF480411R,,XS3200745092,HVKB,Bayfr IABS X f480411R
BBR HOLDINGS (S) LTD,,SG1Z42953799,KJ5,BBR
BDMS TH SDR 1TO2,,SGXE22121102,TBDD,BDMS TH SDR 1to2
BDOUNIBANKUS$500M4.375%N301203,,XS3070012250,Y5JB,BDOUniBk n4.375%301203S
BDOUNIBANKUS$600M2.125%N260113,,XS2199575569,ITBB,BDOUniBk n2.125%260113S
BENG KUANG MARINE LIMITED,,SG1BH2000007,BEZ,Beng Kuang
BENG KUANG MARINE LTD W270904,,SGXN95464495,Z3RW,Beng Kuang W270904
BEVERLY WILSHIRE LTD.,,SGXE28550544,9QX,B Wilshire Ltd
BH GLOBAL CORPORATION LIMITED,,SG1CF8000003,BQN,BH Global
BHARTIAIR US$1B5.35%240520A,,US08861JAB52,3P3B,BhartiAn5.35%240520A
BHARTIAIR US$1B5.35%240520R,,USN1384FAB15,3P2B,BhartiAn5.35%240520R
BHARTIAIR US$750M3.25%310603A,,US08860HAC88,TLUB,BhartiAirn3.25%310603A
BHARTIAIR US$750M3.25%310603R,,USY0889VAC47,1YIB,BhartiAirn3.25%310603R
BHARTIAIRTELUS$1B5.125%230311A,,US08861JAA79,2QSB,BhartiAn5.125%230311A
BHARTIAIRTELUS$1B5.125%230311R,,USN1384FAA32,2QTB,BhartiAn5.125%230311R
BHG RETAIL REIT,,SG1CD7000009,BMGU,BHG Retail Reit
BHIRA INV US$450MN710427,,XS0620623636,4UDB,Bhira Inv n710427S
BILIBILI 5XLONGSOCGEN 270216,,LU2517566860,ODJW,Bilibili 5xLongSG270216
BILIBILI 5XSHORTSOCGEN 270127,,LU2079528779,9JPW,Bilibili 5xShortSG270127
BILT PAPER US$200M PERCAPSEC A,,US058590AA85,4ZHB,BiltPaperPerCapSec A
BILT PAPER US$200M PERCAPSEC R,,USN08328AA95,4ZGB,BiltPaperPerCapSec R
BIM LAND US$200M7.375%N260507,,XS2331967112,XSKB,BIM Land n7.375%260507S
BIOCEANICO US$732.226MZ340605A,,US09076AAA51,PSEB,Bioceanico z340605A
BIOCEANICO US$732.226MZ340605R,,USG11176AA54,YG1B,Bioceanico z340605R
BIOCONBIO US$800M6.67%N291009A,,US090978AA56,RJUB,BioconBio n6.67%291009A
BIOCONBIO US$800M6.67%N291009R,,USG11185AA61,KSEB,BioconBio n6.67%291009R
BIZLINKHOLDING US$125M Z270112,,XS2427038711,EJRB,BizlinkHldg z270112S
BIZLINKHOLDING US$300M Z300922,,XS3186680602,TXRB,BizlinkHldg z300922S
BKBARODA US$750M4.875%N190723A,,US060622AA59,2V6B,BkBaron4.875%190723A
BKBARODA US$750M4.875%N190723R,,USY04342AA28,2V7B,BkBaron4.875%190723R
BKNOVASCOHKD550M4.1625%N270616,,XS2491541210,DTWB,BkOfNovaSc4.1625%270616S
BKNOVASCOTIA AUD20MF330426,,XS2616411190,FYLB,BkOfNovaSc f330426S
BKNOVASCOTIA AUD30MF330629,,XS2643041564,9R3B,BkOfNovaSc f330629S
BKNOVASCOTIA S74US$100MZ591230,,XS2096442749,RJKB,BkNovaScotiaS74 z591230S
BKNOVASCOTIA S82US$50MZ600226,,XS2122899904,KYJB,BkNovaScotiaS82 z600226S
BKNOVASCOTIA S83US$40MZ600226,,XS2123042397,97UB,BkNovaScotiaS83 z600226S
BKNOVASCOTIA US$10MF280921,,XS2687918255,TUGB,BkOfNovaSc f280921S
BKNOVASCOTIA US$10MF281120,,XS2719287349,ZFXB,BkOfNovaSc f281120S
BKNOVASCOTIA US$10MF290122,,XS2751679247,HGIB,BkOfNovaSc f290122S
BKNOVASCOTIA US$10MF300711,,XS3112557031,NUNB,BkOfNovaSc f300711S
BKNOVASCOTIA US$10MF300718,,XS3123472295,X0ZB,BkOfNovaSc f300718S
BKNOVASCOTIA US$50MF290215,,XS2765024760,WZ8B,BkOfNovaSc f290215S
BKNOVASCOTIA US$60MF290429,,XS2809344703,OITB,BkOfNovaSc f290429S
